"ID";"Leeftijd";"Marges";"WijkenEnBuurten";"Perioden";"SoortRegio_2";"Codering_3";"EenOfMeerLangdurigeAandoeningen_16";"BeperktVanwegeGezondheid_17";"ErnstigBeperktVanwegeGezondheid_18";"LangdurigeZiekteEnBeperkt_19"
"336053";"80200";"MW00000";"WK150700  ";"2020JJ00";"Wijk      ";"WK150700            ";"    43.8";"    47.3";"     8.1";"    44.4"
"336056";"80200";"MW00000";"BU15070000";"2020JJ00";"Buurt     ";"BU15070000          ";"    45.0";"    47.7";"     8.5";"    44.7"
"336059";"80200";"MW00000";"BU15070009";"2020JJ00";"Buurt     ";"BU15070009          ";"    31.1";"    42.7";"     4.1";"    41.2"
"336062";"80200";"MW00000";"WK150701  ";"2020JJ00";"Wijk      ";"WK150701            ";"    43.7";"    50.2";"     8.4";"    46.8"
"336065";"80200";"MW00000";"BU15070100";"2020JJ00";"Buurt     ";"BU15070100          ";"    46.3";"    53.2";"     9.6";"    49.5"
"336068";"80200";"MW00000";"BU15070101";"2020JJ00";"Buurt     ";"BU15070101          ";"       .";"       .";"       .";"       ."
"336071";"80200";"MW00000";"BU15070102";"2020JJ00";"Buurt     ";"BU15070102          ";"       .";"       .";"       .";"       ."
"336074";"80200";"MW00000";"BU15070109";"2020JJ00";"Buurt     ";"BU15070109          ";"    39.9";"    45.6";"     6.5";"    42.8"
"336077";"80200";"MW00000";"WK150702  ";"2020JJ00";"Wijk      ";"WK150702            ";"    41.9";"    48.2";"     7.2";"    45.2"
"336080";"80200";"MW00000";"BU15070200";"2020JJ00";"Buurt     ";"BU15070200          ";"    43.4";"    48.7";"     5.7";"    46.3"
"336083";"80200";"MW00000";"BU15070209";"2020JJ00";"Buurt     ";"BU15070209          ";"    40.4";"    47.6";"     8.9";"    44.1"
"336086";"80200";"MW00000";"WK150703  ";"2020JJ00";"Wijk      ";"WK150703            ";"    45.0";"    47.8";"     6.9";"    43.9"
"336089";"80200";"MW00000";"BU15070300";"2020JJ00";"Buurt     ";"BU15070300          ";"    46.5";"    49.4";"     6.6";"    45.8"
"336092";"80200";"MW00000";"BU15070309";"2020JJ00";"Buurt     ";"BU15070309          ";"    42.2";"    44.7";"     7.7";"    40.4"
"336095";"80200";"MW00000";"WK150704  ";"2020JJ00";"Wijk      ";"WK150704            ";"    46.7";"    51.3";"     8.7";"    48.0"
"336098";"80200";"MW00000";"BU15070400";"2020JJ00";"Buurt     ";"BU15070400          ";"    48.9";"    56.0";"    10.2";"    52.6"
"336101";"80200";"MW00000";"BU15070401";"2020JJ00";"Buurt     ";"BU15070401          ";"    47.4";"    52.6";"     9.0";"    49.2"
"336104";"80200";"MW00000";"BU15070402";"2020JJ00";"Buurt     ";"BU15070402          ";"    47.3";"    50.5";"     8.2";"    47.0"
"336107";"80200";"MW00000";"BU15070403";"2020JJ00";"Buurt     ";"BU15070403          ";"    51.3";"    55.4";"    10.3";"    51.6"
"336110";"80200";"MW00000";"BU15070404";"2020JJ00";"Buurt     ";"BU15070404          ";"    45.5";"    49.8";"     7.7";"    46.6"
"336113";"80200";"MW00000";"BU15070405";"2020JJ00";"Buurt     ";"BU15070405          ";"    40.8";"    42.6";"     6.7";"    39.9"
"336116";"80200";"MW00000";"BU15070406";"2020JJ00";"Buurt     ";"BU15070406          ";"    42.9";"    44.7";"     6.1";"    42.0"
"336119";"80200";"MW00000";"BU15070407";"2020JJ00";"Buurt     ";"BU15070407          ";"    49.1";"    54.6";"    10.2";"    51.0"
"336122";"80200";"MW00000";"BU15070408";"2020JJ00";"Buurt     ";"BU15070408          ";"    45.9";"    49.8";"     8.5";"    45.9"
"336125";"80200";"MW00000";"BU15070409";"2020JJ00";"Buurt     ";"BU15070409          ";"    44.4";"    45.5";"     6.6";"    42.1"
"336128";"80200";"MW00000";"BU15070410";"2020JJ00";"Buurt     ";"BU15070410          ";"       .";"       .";"       .";"       ."
"336131";"80200";"MW00000";"BU15070419";"2020JJ00";"Buurt     ";"BU15070419          ";"    40.1";"    43.4";"     5.9";"    40.4"
"336134";"80200";"MW00000";"WK150705  ";"2020JJ00";"Wijk      ";"WK150705            ";"    44.1";"    49.0";"     7.4";"    46.2"
"336137";"80200";"MW00000";"BU15070500";"2020JJ00";"Buurt     ";"BU15070500          ";"    46.8";"    52.9";"     8.6";"    49.9"
"336140";"80200";"MW00000";"BU15070509";"2020JJ00";"Buurt     ";"BU15070509          ";"    40.7";"    43.8";"     5.9";"    41.3"
"336143";"80200";"MW00000";"WK150706  ";"2020JJ00";"Wijk      ";"WK150706            ";"    44.1";"    48.2";"     6.6";"    45.5"
"336146";"80200";"MW00000";"BU15070600";"2020JJ00";"Buurt     ";"BU15070600          ";"    45.1";"    48.6";"     6.7";"    45.9"
"336149";"80200";"MW00000";"BU15070609";"2020JJ00";"Buurt     ";"BU15070609          ";"    40.2";"    46.4";"     6.3";"    44.0"
"336152";"80200";"MW00000";"WK150707  ";"2020JJ00";"Wijk      ";"WK150707            ";"    45.2";"    49.0";"     7.7";"    45.7"
"336155";"80200";"MW00000";"BU15070700";"2020JJ00";"Buurt     ";"BU15070700          ";"    45.9";"    51.0";"     8.1";"    47.8"
"336158";"80200";"MW00000";"BU15070709";"2020JJ00";"Buurt     ";"BU15070709          ";"    44.1";"    45.9";"     7.1";"    42.5"
"336161";"80200";"MW00000";"WK150708  ";"2020JJ00";"Wijk      ";"WK150708            ";"    47.2";"    48.2";"     7.7";"    45.7"
"336164";"80200";"MW00000";"BU15070800";"2020JJ00";"Buurt     ";"BU15070800          ";"    50.4";"    51.2";"     9.4";"    49.0"
"336167";"80200";"MW00000";"BU15070801";"2020JJ00";"Buurt     ";"BU15070801          ";"    46.9";"    44.4";"     5.6";"    41.1"
"336170";"80200";"MW00000";"BU15070802";"2020JJ00";"Buurt     ";"BU15070802          ";"    46.7";"    50.1";"     8.3";"    47.3"
"336173";"80200";"MW00000";"BU15070803";"2020JJ00";"Buurt     ";"BU15070803          ";"    46.1";"    45.2";"     6.7";"    43.3"
"336176";"80200";"MW00000";"BU15070804";"2020JJ00";"Buurt     ";"BU15070804          ";"    47.8";"    48.3";"     7.2";"    45.5"
"336179";"80200";"MW00000";"BU15070809";"2020JJ00";"Buurt     ";"BU15070809          ";"    39.4";"    41.6";"     5.7";"    38.7"
"336182";"80200";"MW00000";"WK150709  ";"2020JJ00";"Wijk      ";"WK150709            ";"    44.3";"    50.0";"     8.8";"    47.6"
"336185";"80200";"MW00000";"BU15070900";"2020JJ00";"Buurt     ";"BU15070900          ";"    44.6";"    51.2";"     9.5";"    48.7"
"336188";"80200";"MW00000";"BU15070909";"2020JJ00";"Buurt     ";"BU15070909          ";"    42.8";"    44.9";"     5.6";"    43.0"
"336191";"80200";"MW00000";"WK150710  ";"2020JJ00";"Wijk      ";"WK150710            ";"    43.9";"    48.8";"     8.1";"    45.4"
"336194";"80200";"MW00000";"BU15071000";"2020JJ00";"Buurt     ";"BU15071000          ";"    44.6";"    49.8";"     8.5";"    46.5"
"336197";"80200";"MW00000";"BU15071001";"2020JJ00";"Buurt     ";"BU15071001          ";"       .";"       .";"       .";"       ."
"336200";"80200";"MW00000";"BU15071009";"2020JJ00";"Buurt     ";"BU15071009          ";"    41.1";"    44.9";"     6.4";"    41.0"
"336203";"80200";"MW00000";"WK150711  ";"2020JJ00";"Wijk      ";"WK150711            ";"    43.6";"    49.2";"     8.2";"    46.4"
"336206";"80200";"MW00000";"BU15071100";"2020JJ00";"Buurt     ";"BU15071100          ";"    45.7";"    50.7";"     8.4";"    47.7"
"336209";"80200";"MW00000";"BU15071109";"2020JJ00";"Buurt     ";"BU15071109          ";"    40.3";"    46.8";"     8.0";"    44.4"
"336212";"80200";"MW00000";"WK150712  ";"2020JJ00";"Wijk      ";"WK150712            ";"    42.7";"    40.5";"     7.1";"    38.6"
"336215";"80200";"MW00000";"BU15071200";"2020JJ00";"Buurt     ";"BU15071200          ";"       .";"       .";"       .";"       ."
"336218";"80200";"MW00000";"BU15071209";"2020JJ00";"Buurt     ";"BU15071209          ";"    42.7";"    40.1";"     7.3";"    38.4"
"336221";"80200";"MW00000";"WK150713  ";"2020JJ00";"Wijk      ";"WK150713            ";"    42.4";"    47.4";"     6.5";"    44.6"
"336224";"80200";"MW00000";"BU15071300";"2020JJ00";"Buurt     ";"BU15071300          ";"    42.7";"    47.7";"     6.7";"    44.9"
"336227";"80200";"MW00000";"BU15071309";"2020JJ00";"Buurt     ";"BU15071309          ";"    39.8";"    44.3";"     5.0";"    42.2"
"336230";"80200";"MW00000";"WK150714  ";"2020JJ00";"Wijk      ";"WK150714            ";"    48.0";"    52.5";"     7.3";"    49.6"
"336233";"80200";"MW00000";"BU15071400";"2020JJ00";"Buurt     ";"BU15071400          ";"    48.4";"    52.8";"     7.2";"    50.0"
"336236";"80200";"MW00000";"BU15071409";"2020JJ00";"Buurt     ";"BU15071409          ";"    42.9";"    48.7";"     7.7";"    45.1"
"336239";"80200";"MW00000";"WK150715  ";"2020JJ00";"Wijk      ";"WK150715            ";"    43.1";"    49.4";"     6.9";"    46.8"
"336242";"80200";"MW00000";"BU15071500";"2020JJ00";"Buurt     ";"BU15071500          ";"    43.9";"    49.2";"     6.9";"    46.5"
"336245";"80200";"MW00000";"BU15071509";"2020JJ00";"Buurt     ";"BU15071509          ";"    41.1";"    49.9";"     6.9";"    47.5"
"336248";"80200";"MW00000";"GM0321    ";"2020JJ00";"Gemeente  ";"GM0321              ";"    46.9";"    45.2";"     7.0";"    42.5"
"336251";"80200";"MW00000";"WK032110  ";"2020JJ00";"Wijk      ";"WK032110            ";"    46.2";"    43.5";"     6.5";"    41.0"
"336254";"80200";"MW00000";"BU03211010";"2020JJ00";"Buurt     ";"BU03211010          ";"    45.2";"    43.7";"     6.3";"    40.9"
"336257";"80200";"MW00000";"BU03211011";"2020JJ00";"Buurt     ";"BU03211011          ";"    46.0";"    42.5";"     6.1";"    40.1"
"336260";"80200";"MW00000";"BU03211012";"2020JJ00";"Buurt     ";"BU03211012          ";"    47.7";"    44.6";"     7.1";"    42.2"
"336263";"80200";"MW00000";"BU03211013";"2020JJ00";"Buurt     ";"BU03211013          ";"    44.2";"    39.9";"     5.1";"    37.8"
"336266";"80200";"MW00000";"BU03211014";"2020JJ00";"Buurt     ";"BU03211014          ";"    47.3";"    43.5";"     6.2";"    41.1"
"336269";"80200";"MW00000";"BU03211015";"2020JJ00";"Buurt     ";"BU03211015          ";"    47.4";"    45.6";"     7.8";"    43.2"
"336272";"80200";"MW00000";"BU03211016";"2020JJ00";"Buurt     ";"BU03211016          ";"    47.2";"    45.3";"     6.7";"    42.7"
"336275";"80200";"MW00000";"BU03211017";"2020JJ00";"Buurt     ";"BU03211017          ";"    47.0";"    45.5";"     8.1";"    42.8"
"336278";"80200";"MW00000";"BU03211018";"2020JJ00";"Buurt     ";"BU03211018          ";"    43.4";"    37.2";"     4.4";"    35.0"
"336281";"80200";"MW00000";"BU03211019";"2020JJ00";"Buurt     ";"BU03211019          ";"    47.2";"    46.3";"     7.0";"    43.7"
"336284";"80200";"MW00000";"BU03211050";"2020JJ00";"Buurt     ";"BU03211050          ";"       .";"       .";"       .";"       ."
"336287";"80200";"MW00000";"WK032111  ";"2020JJ00";"Wijk      ";"WK032111            ";"    50.2";"    47.7";"     7.9";"    44.9"
"336290";"80200";"MW00000";"BU03211120";"2020JJ00";"Buurt     ";"BU03211120          ";"    50.8";"    58.8";"    13.5";"    54.4"
"336293";"80200";"MW00000";"BU03211121";"2020JJ00";"Buurt     ";"BU03211121          ";"    57.6";"    57.6";"    10.8";"    54.8"
"336296";"80200";"MW00000";"BU03211122";"2020JJ00";"Buurt     ";"BU03211122          ";"    51.9";"    43.2";"     5.6";"    41.4"
"336299";"80200";"MW00000";"BU03211123";"2020JJ00";"Buurt     ";"BU03211123          ";"    49.4";"    45.3";"     7.6";"    42.6"
"336302";"80200";"MW00000";"BU03211124";"2020JJ00";"Buurt     ";"BU03211124          ";"    51.6";"    48.1";"     7.9";"    45.7"
"336305";"80200";"MW00000";"BU03211125";"2020JJ00";"Buurt     ";"BU03211125          ";"    49.3";"    45.3";"     7.3";"    42.7"
"336308";"80200";"MW00000";"BU03211126";"2020JJ00";"Buurt     ";"BU03211126          ";"    48.6";"    45.2";"     7.6";"    42.3"
"336311";"80200";"MW00000";"BU03211127";"2020JJ00";"Buurt     ";"BU03211127          ";"    46.3";"    40.7";"     5.7";"    38.6"
"336314";"80200";"MW00000";"BU03211128";"2020JJ00";"Buurt     ";"BU03211128          ";"    46.7";"    45.0";"     6.0";"    42.5"
"336317";"80200";"MW00000";"BU03211129";"2020JJ00";"Buurt     ";"BU03211129          ";"    48.4";"    45.2";"     6.2";"    42.4"
"336320";"80200";"MW00000";"BU03211151";"2020JJ00";"Buurt     ";"BU03211151          ";"       .";"       .";"       .";"       ."
"336323";"80200";"MW00000";"WK032112  ";"2020JJ00";"Wijk      ";"WK032112            ";"    46.7";"    45.0";"     6.7";"    42.2"
"336326";"80200";"MW00000";"BU03211230";"2020JJ00";"Buurt     ";"BU03211230          ";"    46.8";"    45.0";"     6.3";"    41.0"
"336329";"80200";"MW00000";"BU03211231";"2020JJ00";"Buurt     ";"BU03211231          ";"    44.8";"    45.0";"     7.0";"    42.3"
"336332";"80200";"MW00000";"BU03211232";"2020JJ00";"Buurt     ";"BU03211232          ";"    46.7";"    42.0";"     6.0";"    39.2"
"336335";"80200";"MW00000";"BU03211233";"2020JJ00";"Buurt     ";"BU03211233          ";"    45.8";"    44.6";"     5.5";"    41.9"
"336338";"80200";"MW00000";"BU03211234";"2020JJ00";"Buurt     ";"BU03211234          ";"    44.6";"    45.6";"     6.9";"    42.8"
"336341";"80200";"MW00000";"BU03211235";"2020JJ00";"Buurt     ";"BU03211235          ";"    46.5";"    45.5";"     5.9";"    42.7"
"336344";"80200";"MW00000";"BU03211236";"2020JJ00";"Buurt     ";"BU03211236          ";"    51.6";"    51.8";"    10.0";"    49.3"
"336347";"80200";"MW00000";"BU03211237";"2020JJ00";"Buurt     ";"BU03211237          ";"    48.2";"    44.1";"     7.1";"    41.0"
"336350";"80200";"MW00000";"BU03211238";"2020JJ00";"Buurt     ";"BU03211238          ";"       .";"       .";"       .";"       ."
"336353";"80200";"MW00000";"BU03211252";"2020JJ00";"Buurt     ";"BU03211252          ";"       .";"       .";"       .";"       ."
"336356";"80200";"MW00000";"WK032113  ";"2020JJ00";"Wijk      ";"WK032113            ";"    46.4";"    46.0";"     7.8";"    43.2"
"336359";"80200";"MW00000";"BU03211340";"2020JJ00";"Buurt     ";"BU03211340          ";"    47.2";"    43.4";"     7.3";"    41.1"
"336362";"80200";"MW00000";"BU03211341";"2020JJ00";"Buurt     ";"BU03211341          ";"    45.3";"    42.5";"     5.1";"    40.6"
"336365";"80200";"MW00000";"BU03211342";"2020JJ00";"Buurt     ";"BU03211342          ";"    51.2";"    55.2";"    11.7";"    52.1"
"336368";"80200";"MW00000";"BU03211343";"2020JJ00";"Buurt     ";"BU03211343          ";"    44.2";"    42.9";"     6.1";"    40.5"
"336371";"80200";"MW00000";"BU03211344";"2020JJ00";"Buurt     ";"BU03211344          ";"    46.0";"    45.5";"     7.8";"    42.5"
"336374";"80200";"MW00000";"BU03211345";"2020JJ00";"Buurt     ";"BU03211345          ";"    45.5";"    46.3";"     8.7";"    42.7"
"336377";"80200";"MW00000";"BU03211352";"2020JJ00";"Buurt     ";"BU03211352          ";"       .";"       .";"       .";"       ."
"336380";"80200";"MW00000";"WK032120  ";"2020JJ00";"Wijk      ";"WK032120            ";"    40.0";"    37.7";"     6.2";"    35.4"
"336383";"80200";"MW00000";"BU03212054";"2020JJ00";"Buurt     ";"BU03212054          ";"       .";"       .";"       .";"       ."
"336386";"80200";"MW00000";"BU03212055";"2020JJ00";"Buurt     ";"BU03212055          ";"       .";"       .";"       .";"       ."
"336389";"80200";"MW00000";"BU03212056";"2020JJ00";"Buurt     ";"BU03212056          ";"       .";"       .";"       .";"       ."
"336392";"80200";"MW00000";"BU03212057";"2020JJ00";"Buurt     ";"BU03212057          ";"       .";"       .";"       .";"       ."
"336395";"80200";"MW00000";"BU03212058";"2020JJ00";"Buurt     ";"BU03212058          ";"       .";"       .";"       .";"       ."
"336398";"80200";"MW00000";"BU03212059";"2020JJ00";"Buurt     ";"BU03212059          ";"       .";"       .";"       .";"       ."
"336401";"80200";"MW00000";"BU03212060";"2020JJ00";"Buurt     ";"BU03212060          ";"       .";"       .";"       .";"       ."
"336404";"80200";"MW00000";"BU03212061";"2020JJ00";"Buurt     ";"BU03212061          ";"    42.4";"    37.1";"     6.0";"    34.8"
"336407";"80200";"MW00000";"BU03212062";"2020JJ00";"Buurt     ";"BU03212062          ";"       .";"       .";"       .";"       ."
"336410";"80200";"MW00000";"BU03212063";"2020JJ00";"Buurt     ";"BU03212063          ";"       .";"       .";"       .";"       ."
"336413";"80200";"MW00000";"BU03212064";"2020JJ00";"Buurt     ";"BU03212064          ";"    40.0";"    37.7";"     6.5";"    35.8"
"336416";"80200";"MW00000";"BU03212065";"2020JJ00";"Buurt     ";"BU03212065          ";"    39.6";"    42.4";"     6.9";"    39.0"
"336419";"80200";"MW00000";"WK032130  ";"2020JJ00";"Wijk      ";"WK032130            ";"    44.2";"    45.5";"     5.5";"    42.9"
"336422";"80200";"MW00000";"BU03213070";"2020JJ00";"Buurt     ";"BU03213070          ";"    46.5";"    48.6";"     6.3";"    46.1"
"336425";"80200";"MW00000";"BU03213071";"2020JJ00";"Buurt     ";"BU03213071          ";"    39.2";"    38.6";"     3.9";"    36.0"
"336428";"80200";"MW00000";"WK032131  ";"2020JJ00";"Wijk      ";"WK032131            ";"    43.5";"    45.8";"     6.4";"    43.1"
"336431";"80200";"MW00000";"BU03213172";"2020JJ00";"Buurt     ";"BU03213172          ";"    43.5";"    45.8";"     6.4";"    43.1"
"336434";"80200";"MW00000";"WK032140  ";"2020JJ00";"Wijk      ";"WK032140            ";"    42.0";"    42.4";"     4.6";"    39.7"
"336437";"80200";"MW00000";"BU03214080";"2020JJ00";"Buurt     ";"BU03214080          ";"    41.8";"    43.7";"     5.0";"    40.8"
"336440";"80200";"MW00000";"BU03214081";"2020JJ00";"Buurt     ";"BU03214081          ";"    42.2";"    40.4";"     4.1";"    38.0"
"336443";"80200";"MW00000";"WK032141  ";"2020JJ00";"Wijk      ";"WK032141            ";"    46.3";"    45.0";"    10.8";"    42.9"
"336446";"80200";"MW00000";"BU03214182";"2020JJ00";"Buurt     ";"BU03214182          ";"    46.3";"    45.0";"    10.8";"    42.9"
"336449";"80200";"MW00000";"WK032150  ";"2020JJ00";"Wijk      ";"WK032150            ";"    44.7";"    46.5";"     6.9";"    43.5"
"336452";"80200";"MW00000";"BU03215090";"2020JJ00";"Buurt     ";"BU03215090          ";"    46.0";"    48.3";"     7.0";"    45.3"
"336455";"80200";"MW00000";"BU03215091";"2020JJ00";"Buurt     ";"BU03215091          ";"    42.5";"    43.4";"     6.7";"    40.5"
"336458";"80200";"MW00000";"WK032151  ";"2020JJ00";"Wijk      ";"WK032151            ";"    39.9";"    42.5";"     5.7";"    38.7"
"336461";"80200";"MW00000";"BU03215192";"2020JJ00";"Buurt     ";"BU03215192          ";"    39.2";"    44.3";"     6.3";"    40.0"
"336464";"80200";"MW00000";"BU03215193";"2020JJ00";"Buurt     ";"BU03215193          ";"    42.1";"    36.0";"     3.5";"    33.9"
"336467";"80200";"MW00000";"GM0406    ";"2020JJ00";"Gemeente  ";"GM0406              ";"    47.8";"    46.3";"     7.7";"    43.6"
"336470";"80200";"MW00000";"WK040600  ";"2020JJ00";"Wijk      ";"WK040600            ";"    48.2";"    46.6";"     8.0";"    44.0"
"336473";"80200";"MW00000";"BU04060001";"2020JJ00";"Buurt     ";"BU04060001          ";"    47.2";"    45.5";"     7.7";"    42.9"
"336476";"80200";"MW00000";"BU04060002";"2020JJ00";"Buurt     ";"BU04060002          ";"    49.5";"    48.2";"     8.3";"    45.6"
"336479";"80200";"MW00000";"WK040601  ";"2020JJ00";"Wijk      ";"WK040601            ";"    44.2";"    44.0";"     6.8";"    41.1"
"336482";"80200";"MW00000";"BU04060103";"2020JJ00";"Buurt     ";"BU04060103          ";"    44.2";"    44.0";"     6.8";"    41.1"
"336485";"80200";"MW00000";"WK040602  ";"2020JJ00";"Wijk      ";"WK040602            ";"    38.7";"    36.2";"     4.3";"    33.9"
"336488";"80200";"MW00000";"BU04060204";"2020JJ00";"Buurt     ";"BU04060204          ";"    37.9";"    34.6";"     2.9";"    31.4"
"336491";"80200";"MW00000";"BU04060205";"2020JJ00";"Buurt     ";"BU04060205          ";"    42.1";"    38.9";"     5.6";"    36.7"
"336494";"80200";"MW00000";"BU04060206";"2020JJ00";"Buurt     ";"BU04060206          ";"    37.1";"    35.6";"     4.3";"    33.6"
"336497";"80200";"MW00000";"WK040603  ";"2020JJ00";"Wijk      ";"WK040603            ";"    39.0";"    35.7";"     5.0";"    33.6"
"336500";"80200";"MW00000";"BU04060307";"2020JJ00";"Buurt     ";"BU04060307          ";"    38.1";"    35.1";"     3.3";"    33.3"
"336503";"80200";"MW00000";"BU04060308";"2020JJ00";"Buurt     ";"BU04060308          ";"    42.2";"    40.8";"     7.7";"    38.8"
"336506";"80200";"MW00000";"BU04060327";"2020JJ00";"Buurt     ";"BU04060327          ";"       .";"       .";"       .";"       ."
"336509";"80200";"MW00000";"BU04060328";"2020JJ00";"Buurt     ";"BU04060328          ";"       .";"       .";"       .";"       ."
"336512";"80200";"MW00000";"BU04060329";"2020JJ00";"Buurt     ";"BU04060329          ";"       .";"       .";"       .";"       ."
"336515";"80200";"MW00000";"BU04060330";"2020JJ00";"Buurt     ";"BU04060330          ";"    35.9";"    31.3";"     3.6";"    29.1"
"336518";"80200";"MW00000";"WK040604  ";"2020JJ00";"Wijk      ";"WK040604            ";"    44.3";"    44.2";"     6.6";"    41.7"
"336521";"80200";"MW00000";"BU04060409";"2020JJ00";"Buurt     ";"BU04060409          ";"    41.0";"    39.5";"     4.9";"    37.3"
"336524";"80200";"MW00000";"BU04060410";"2020JJ00";"Buurt     ";"BU04060410          ";"    45.2";"    45.4";"     7.1";"    42.8"
"336527";"80200";"MW00000";"WK040605  ";"2020JJ00";"Wijk      ";"WK040605            ";"    43.9";"    42.0";"     6.1";"    39.5"
"336530";"80200";"MW00000";"BU04060511";"2020JJ00";"Buurt     ";"BU04060511          ";"    42.4";"    41.1";"     6.0";"    38.6"
"336533";"80200";"MW00000";"BU04060512";"2020JJ00";"Buurt     ";"BU04060512          ";"    37.1";"    38.0";"     8.0";"    35.8"
"336536";"80200";"MW00000";"BU04060513";"2020JJ00";"Buurt     ";"BU04060513          ";"    45.8";"    43.3";"     6.1";"    40.6"
"336539";"80200";"MW00000";"WK040606  ";"2020JJ00";"Wijk      ";"WK040606            ";"    50.0";"    51.9";"     9.7";"    49.2"
"336542";"80200";"MW00000";"BU04060614";"2020JJ00";"Buurt     ";"BU04060614          ";"    51.0";"    54.0";"    10.7";"    51.1"
"336545";"80200";"MW00000";"BU04060615";"2020JJ00";"Buurt     ";"BU04060615          ";"    48.4";"    48.4";"     8.1";"    45.9"
"336548";"80200";"MW00000";"WK040607  ";"2020JJ00";"Wijk      ";"WK040607            ";"    49.6";"    49.7";"     8.9";"    46.7"
"336551";"80200";"MW00000";"BU04060716";"2020JJ00";"Buurt     ";"BU04060716          ";"    49.6";"    49.7";"     8.9";"    46.7"
"336554";"80200";"MW00000";"WK040608  ";"2020JJ00";"Wijk      ";"WK040608            ";"    49.3";"    46.8";"     7.8";"    44.1"
"336557";"80200";"MW00000";"BU04060817";"2020JJ00";"Buurt     ";"BU04060817          ";"    49.1";"    46.9";"     8.0";"    44.1"
"336560";"80200";"MW00000";"BU04060818";"2020JJ00";"Buurt     ";"BU04060818          ";"    49.5";"    46.7";"     7.6";"    44.1"
"336563";"80200";"MW00000";"WK040609  ";"2020JJ00";"Wijk      ";"WK040609            ";"    48.7";"    46.1";"     7.9";"    43.4"
"336566";"80200";"MW00000";"BU04060919";"2020JJ00";"Buurt     ";"BU04060919          ";"    48.7";"    46.1";"     7.9";"    43.4"
"336569";"80200";"MW00000";"WK040610  ";"2020JJ00";"Wijk      ";"WK040610            ";"    48.3";"    45.5";"     7.7";"    43.2"
"336572";"80200";"MW00000";"BU04061020";"2020JJ00";"Buurt     ";"BU04061020          ";"    49.8";"    48.5";"     9.0";"    46.0"
"336575";"80200";"MW00000";"BU04061021";"2020JJ00";"Buurt     ";"BU04061021          ";"    45.3";"    39.8";"     5.0";"    37.7"
"336578";"80200";"MW00000";"WK040611  ";"2020JJ00";"Wijk      ";"WK040611            ";"    50.1";"    46.7";"     7.7";"    44.1"
"336581";"80200";"MW00000";"BU04061123";"2020JJ00";"Buurt     ";"BU04061123          ";"    49.6";"    45.3";"     7.1";"    43.0"
"336584";"80200";"MW00000";"BU04061124";"2020JJ00";"Buurt     ";"BU04061124          ";"    50.7";"    49.3";"     8.5";"    45.4"
"336587";"80200";"MW00000";"BU04061125";"2020JJ00";"Buurt     ";"BU04061125          ";"    51.0";"    48.6";"     8.9";"    45.9"
"336590";"80200";"MW00000";"WK040612  ";"2020JJ00";"Wijk      ";"WK040612            ";"    45.5";"    42.4";"     6.5";"    39.8"
"336593";"80200";"MW00000";"BU04061226";"2020JJ00";"Buurt     ";"BU04061226          ";"    45.8";"    44.2";"     7.1";"    41.4"
"336596";"80200";"MW00000";"BU04061231";"2020JJ00";"Buurt     ";"BU04061231          ";"    43.7";"    33.5";"     3.3";"    31.8"
"336599";"80200";"MW00000";"GM0677    ";"2020JJ00";"Gemeente  ";"GM0677              ";"    43.3";"    47.9";"     6.9";"    44.6"
"336602";"80200";"MW00000";"WK067701  ";"2020JJ00";"Wijk      ";"WK067701            ";"    44.0";"    48.4";"     7.3";"    45.3"
"336605";"80200";"MW00000";"BU06770101";"2020JJ00";"Buurt     ";"BU06770101          ";"    48.3";"    54.6";"     9.5";"    50.8"
"336608";"80200";"MW00000";"BU06770102";"2020JJ00";"Buurt     ";"BU06770102          ";"    46.9";"    53.1";"     8.8";"    49.4"
"336611";"80200";"MW00000";"BU06770103";"2020JJ00";"Buurt     ";"BU06770103          ";"    44.7";"    52.7";"     9.1";"    49.5"
"336614";"80200";"MW00000";"BU06770104";"2020JJ00";"Buurt     ";"BU06770104          ";"    45.0";"    45.3";"     6.2";"    42.1"
"336617";"80200";"MW00000";"BU06770105";"2020JJ00";"Buurt     ";"BU06770105          ";"    40.9";"    43.6";"     5.4";"    41.3"
"336620";"80200";"MW00000";"BU06770106";"2020JJ00";"Buurt     ";"BU06770106          ";"    40.9";"    44.1";"     5.7";"    41.9"
"336623";"80200";"MW00000";"BU06770107";"2020JJ00";"Buurt     ";"BU06770107          ";"    40.1";"    40.1";"     4.6";"    37.0"
"336626";"80200";"MW00000";"BU06770108";"2020JJ00";"Buurt     ";"BU06770108          ";"    44.0";"    47.8";"     6.6";"    44.3"
"336629";"80200";"MW00000";"BU06770109";"2020JJ00";"Buurt     ";"BU06770109          ";"    38.8";"    44.1";"     5.7";"    40.9"
"336632";"80200";"MW00000";"BU06770110";"2020JJ00";"Buurt     ";"BU06770110          ";"       .";"       .";"       .";"       ."
"336635";"80200";"MW00000";"BU06770111";"2020JJ00";"Buurt     ";"BU06770111          ";"    39.1";"    43.0";"     5.9";"    40.0"
"336638";"80200";"MW00000";"WK067702  ";"2020JJ00";"Wijk      ";"WK067702            ";"    42.6";"    45.9";"     6.4";"    42.0"
"336641";"80200";"MW00000";"BU06770201";"2020JJ00";"Buurt     ";"BU06770201          ";"    41.1";"    45.3";"     6.0";"    41.5"
